TimeStamp,Region,Site,Bandwidth,Availabulity,Packet Loss
2024-12-01 00:00:00,North,Site-5,43.876749123542396,99.96459172413316,27.939158608470688
2024-12-01 00:15:00,West,Site-17,98.61735698828815,99.9570778304669,0.0029247283034559146
2024-12-01 00:30:00,South,Site-6,106.47688538100692,99.93560967258979,0.08258167505647628
2024-12-01 00:45:00,South,Site-11,115.23029856408026,99.99865152487929,0.012886986747344521
2024-12-01 01:00:00,South,Site-18,97.65846625276664,99.96057748193569,0.03351188542591419
2024-12-01 01:15:00,South,Site-4,97.6586304305082,99.92372267917361,0.07435082562916077
2024-12-01 01:30:00,East,Site-3,115.79212815507391,99.91017824726204,0.01607598960483082
2024-12-01 01:45:00,West,Site-13,107.67434729152909,99.91528591391844,0.08179670241190623
2024-12-01 02:00:00,North,Site-9,95.30525614065049,99.92459577283846,0.0832134177957742
2024-12-01 02:15:00,West,Site-6,105.42560043585965,99.91606813732596,0.050746773376083625
2024-12-01 02:30:00,East,Site-12,95.36582307187538,99.91865670240513,0.000638587171683358
2024-12-01 02:45:00,South,Site-2,95.34270246429743,99.92850951686938,0.028703813317491278
2024-12-01 03:00:00,East,Site-3,102.41962271566034,99.91733735952948,0.061692691837574226
2024-12-01 03:15:00,West,Site-3,80.86719755342202,99.98967654246265,0.09811861780274235
2024-12-01 03:30:00,North,Site-12,82.75082167486967,99.90802337456617,0.06318135270166685
2024-12-01 03:45:00,East,Site-15,94.37712470759027,99.95245113895703,0.025980358106415982
2024-12-01 04:00:00,North,Site-9,89.87168879665576,99.94103968269897,0.06340057030996114
2024-12-01 04:15:00,East,Site-8,103.14247332595274,99.99823786169087,0.05399853797158555
2024-12-01 04:30:00,North,Site-11,90.91975924478788,99.91120389021681,0.07798453951511436
2024-12-01 04:45:00,North,Site-16,85.87696298664709,99.93978555990458,0.01069806388269584
2024-12-01 05:00:00,South,Site-4,114.65648768921554,99.99694704332754,0.0761027902502028
2024-12-01 05:15:00,North,Site-1,97.74223699513465,99.9865507125894,0.05412665786761103
2024-12-01 05:30:00,South,Site-7,100.67528204687923,99.98170720709493,0.09629920038589947
2024-12-01 05:45:00,West,Site-2,85.75251813786544,99.9257902827045,0.03418721660386861
2024-12-01 06:00:00,West,Site-5,94.55617275474818,99.91708875873901,0.06326218931339482
2024-12-01 06:15:00,South,Site-7,49.12247271894114,99.96686432199245,24.652704694016656
2024-12-01 06:30:00,South,Site-4,88.49006422577698,99.99293759891276,0.010250972799067927
2024-12-01 06:45:00,East,Site-5,103.75698018345672,99.9556762893014,0.09372284872364511
2024-12-01 07:00:00,East,Site-1,93.99361310081196,99.95716126894699,0.06878857223008134
2024-12-01 07:15:00,East,Site-1,97.08306250206724,99.92799790936603,0.00678370591051719
2024-12-01 07:30:00,West,Site-15,93.98293387770603,99.9769492933192,0.030096356694681626
2024-12-01 07:45:00,East,Site-20,118.52278184508938,99.91870437485575,0.07081720886452816
2024-12-01 08:00:00,North,Site-19,99.86502775262066,99.93236792364043,0.00673506014687717
2024-12-01 08:15:00,North,Site-10,89.422890710441,99.94254364386164,0.05821704601762733
2024-12-01 08:30:00,East,Site-18,108.22544912103189,99.95076103786845,0.034588305695295675
2024-12-01 08:45:00,North,Site-3,13.902500409571989,99.92424097324151,22.269462772783527
2024-12-01 09:00:00,West,Site-11,102.08863595004756,99.91148368247393,0.0045742033812512855
2024-12-01 09:15:00,North,Site-15,80.40329876120225,99.96106200424417,0.08715368061523764
2024-12-01 09:30:00,West,Site-11,86.71813951101569,99.92886305532403,0.0973488969177397
2024-12-01 09:45:00,South,Site-17,101.96861235869123,99.95812382214227,0.09688778552856915
2024-12-01 10:00:00,South,Site-17,31.932823349056967,99.91543627152743,25.16850035738222
2024-12-01 10:15:00,South,Site-6,101.7136828118997,99.94811401018548,0.013008624013063198
2024-12-01 10:30:00,South,Site-5,98.8435171761176,99.95325894325516,0.07582631959290226
2024-12-01 10:45:00,North,Site-8,96.98896304410711,99.90518235368225,0.0024586916458801513
2024-12-01 11:00:00,East,Site-2,85.21478009632573,99.93366042781939,0.0022123551528997255
2024-12-01 11:15:00,North,Site-16,92.80155791605291,99.9134414676939,0.03236102191495412
2024-12-01 11:30:00,West,Site-20,95.39361229040213,99.90633749704728,0.04886431904046658
2024-12-01 11:45:00,North,Site-12,110.57122226218915,99.99899602323899,0.07704074178077933
2024-12-01 12:00:00,North,Site-6,103.43618289568461,99.93223538449747,0.06832953766065052
2024-12-01 12:15:00,West,Site-1,82.36959844637266,99.98098744458547,0.04459027063767484
2024-12-01 12:30:00,South,Site-4,103.24083969394795,99.92546406547638,0.02736266662816659
2024-12-01 12:45:00,South,Site-17,96.14917719583684,99.96815027222239,0.09971245001577111
2024-12-01 13:00:00,South,Site-13,93.23077999694041,99.97602278598897,0.0426181302235973
2024-12-01 13:15:00,East,Site-18,106.11676288840867,99.95956387406079,0.04513870243296755
2024-12-01 13:30:00,West,Site-5,110.30999522495951,99.94715761885502,0.016362382119166918
2024-12-01 13:45:00,West,Site-3,109.31280119116198,99.94118409141473,0.07948095487499295
2024-12-01 14:00:00,North,Site-11,91.60782476777362,99.9348868266543,0.06936822257814887
2024-12-01 14:15:00,East,Site-13,96.90787624148786,99.99295291442478,0.02207696127887604
2024-12-01 14:30:00,South,Site-4,103.31263431403563,99.98306194077877,0.00823810456158427
2024-12-01 14:45:00,East,Site-14,109.75545127122359,99.99650269106665,0.06804993020747131
